#separator:tab
#html:true
#columns:Front	Back	Tags
#tags column:3
<b>Hiv patient</b> — list the key points for: <i>Step 3: Pain Management and Current Complaint</i>	<ul><li>Acknowledge the patient’s pain and need for extraction.</li><li>Assess whether extraction is urgent or can be scheduled.</li><li>Proceed with standard dental management following <b>universal precautions</b>.</li></ul>	NDECC_SJ::Hiv_patient NDECC_SJ
<b>Hiv patient</b> — list the key points for: <i>Step 4: Universal Precautions and Infection Control</i>	<ul><li>Use <b>standard infection control measures</b> – these are sufficient for all patients</li><li>Gloves, masks, protective eyewear, sterilization, disinfection.</li><li><b>Do NOT</b></li><li>Double glove.</li><li>Schedule the patient at the end of the day.</li><li>Segregate instruments or workspace.</li><li>Treat this patient the same as any other, applying <i>universal</i> rather than discriminatory precautions.</li></ul>	NDECC_SJ::Hiv_patient NDECC_SJ
<b>Hiv patient</b> — list the key points for: <i>Step 5: Ethical and Professional Conduct</i>	<ul><li>Provide care in a <b>non-discriminatory, empathetic, and respectful</b> manner.</li><li>Avoid stigmatizing behavior or unnecessary referrals.</li><li>Denying, postponing, or transferring care purely due to HIV status is unethical and considered a <b>critical error</b>.</li></ul>	NDECC_SJ::Hiv_patient NDECC_SJ
<b>Hiv patient</b> — list the key points for: <i>Step 6: Patient Education and Counseling</i>	<ul><li>Reassure the patient that dental treatment is safe and effective under standard infection control.</li><li>Address potential fear or stigma that may have caused irregular attendance.</li><li>Encourage <b>regular dental visits</b> to</li><li>Detect early oral manifestations of HIV (e.g. candidiasis, ulcers, hairy leukoplakia, etc.).</li><li>Manage oral health proactively and maintain overall well-being.</li><li>Emphasize interaction between oral health and systemic control.</li></ul>	NDECC_SJ::Hiv_patient NDECC_SJ
<b>Hiv patient</b> — list the key points for: <i>Step 7: Reinforcement of Interprofessional Care</i>	<ul><li>Encourage coordination with her physician for ongoing updates (with consent).</li><li>Note that well-controlled HIV patients respond similarly to others in dental treatment.</li></ul>	NDECC_SJ::Hiv_patient NDECC_SJ
<b>Hiv patient</b> — list the key points for: <i>Step 8: Summary of Key Principles</i>	<ul><li>Provide <b>full routine dental care</b> under standard precautions.</li><li>Ensure <b>ethical, stigma-free</b> behavior.</li><li>Encourage <b>regular attendance</b> for oral health monitoring.</li><li>Avoid <b>critical errors</b> such as</li><li>Refusing treatment.</li><li>Rescheduling solely based on HIV.</li><li>Double gloving or excessive precautions.</li></ul>	NDECC_SJ::Hiv_patient NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Torn glove</b>	A <b>newly hired dental associate</b> performed an extraction and continued working throughout the procedure with a <b>torn/breached glove</b>, only discarding it after the procedure was complete. You, as the <b>clinic owner/supervisor</b>, were informed of this by an <b>assistant</b> (third party). Your role is to address this with the associate directly.	NDECC_SJ::Torn_glove NDECC_SJ
<b>Torn glove</b> — would the following be appropriate, or a critical error?<br><br><i>“Skip gathering info from the associate directly — Violates fair process; shows poor conflict management”</i>	<b>Critical error / Avoid this.</b><br><br>Skip gathering info from the associate directly — Violates fair process; shows poor conflict management	NDECC_SJ::Torn_glove NDECC_SJ
<b>Torn glove</b> — would the following be appropriate, or a critical error?<br><br><i>“Dive straight into correction without confirmation — Assumes guilt; breaks rapport with simulator”</i>	<b>Critical error / Avoid this.</b><br><br>Dive straight into correction without confirmation — Assumes guilt; breaks rapport with simulator	NDECC_SJ::Torn_glove NDECC_SJ
<b>Torn glove</b> — would the following be appropriate, or a critical error?<br><br><i>“Forget to explain the <b>correct PPE breach steps</b> — This is a <b>critical error</b> — exam specifically tests this knowledge”</i>	<b>Critical error / Avoid this.</b><br><br>Forget to explain the <b>correct PPE breach steps</b> — This is a <b>critical error</b> — exam specifically tests this knowledge	NDECC_SJ::Torn_glove NDECC_SJ
<b>Torn glove</b> — list the key points for: <i>Why This Is a Problem</i>	<ul><li>Transmission of infection <b>from patient to dentist</b> (and vice versa)</li><li>Exposure to bloodborne pathogens, saliva, and other contaminants</li><li><b>Torn/holed gloves</b> are explicitly listed as an infection control error under NDECC protocol</li><li>Continuing a procedure with breached PPE <b>jeopardizes patient and operator safety</b> — which can rise to a critical error level if a clear lack of understanding is demonstrated</li></ul>	NDECC_SJ::Torn_glove NDECC_SJ
<b>Torn glove</b> — list the key points for: <i>Step 1 — Greet & Set the Tone</i>	<ul><li>Greet the associate warmly and professionally</li><li>Keep tone <b>non-punitive</b> — this is a teaching moment, not a disciplinary hearing</li><li>Remember: in the SJ exam, the simulator <b>plays the associate</b>, so connect with them first</li></ul>	NDECC_SJ::Torn_glove NDECC_SJ
<b>Torn glove</b> — list the key points for: <i>Step 2 — Gather Information from the Right Source</i>	<ul><li>Do <b>not</b> assume guilt; always verify from the person directly</li><li>Open with something like</li><li>Allow the associate (simulator) to <b>confirm</b> the incident</li><li>This step demonstrates fairness and proper conflict management</li></ul>	NDECC_SJ::Torn_glove NDECC_SJ
<b>Torn glove</b> — list the key points for: <i>Step 3 — Acknowledge & Normalize (Non-Judgmentally)</i>	<ul><li>Acknowledge what they said: <i>"Thank you for confirming that"</i></li><li>State that this is unfortunate, and that IPAC is <b>standard office policy</b> — not optional, not new, not changing</li><li>Avoid making it personal; frame it as a system/protocol issue</li></ul>	NDECC_SJ::Torn_glove NDECC_SJ
<b>Torn glove</b> — list the key points for: <i>Step 4 — Explain the Importance of PPE & IPAC</i>	<ul><li><b>PPE</b> (gloves, mask, gown/drape, eyewear) creates a <b>protective barrier</b> limiting the spread of infection between patient and operator</li><li>Every component matters — a breach in <b>any one element</b> (torn glove, improperly worn mask, no eye protection) <b>reduces overall protection</b></li><li>IPAC protocols exist to protect <b>both the patient and the dental team</b> from transmissible diseases</li><li>The office has a <b>zero-tolerance policy</b> for IPAC violations</li></ul>	NDECC_SJ::Torn_glove NDECC_SJ
<b>Torn glove</b> — for each <i>What You Must NOT Do</i>, give the corresponding <i>Why It's a Problem</i>.	<ul><li><b>Skip gathering info from the associate directly</b> → Violates fair process; shows poor conflict management</li><li><b>Dive straight into correction without confirmation</b> → Assumes guilt; breaks rapport with simulator</li><li><b>Forget to explain the <b>correct PPE breach steps</b></b> → This is a <b>critical error</b> — exam specifically tests this knowledge</li><li><b>Only discuss gloves, not full PPE</b> → Incomplete IPAC answer; breach of any PPE element matters</li><li><b>Fail to offer follow-up support/resources</b> → Answer is incomplete without remediation plan</li></ul>	NDECC_SJ::Torn_glove NDECC_SJ
<b>Torn glove</b> — for each <i>Stage</i>, give the corresponding <i>Key Line to Say</i>.	<ul><li><b><b>Open</b></b> → <i>"I want to hear it from you directly — is that what happened?"</i></li><li><b><b>Acknowledge</b></b> → <i>"This is a breach of our IPAC protocol — standard, non-negotiable office policy"</i></li><li><b><b>PPE importance</b></b> → <i>"PPE prevents infection in both directions — patient to dentist, dentist to patient"</i></li><li><b><b>Correct steps</b></b> → <i>"Stop → Remove gloves → Hand hygiene → New gloves → Resume"</i></li><li><b><b>Hand hygiene rule</b></b> → <i>"Visibly soiled = soap + running water; Not soiled = hand rub is acceptable"</i></li><li><b><b>Consequences</b></b> → <i>"Repeated deliberate breaches = professional misconduct"</i></li></ul>	NDECC_SJ::Torn_glove NDECC_SJ
<b>Smoking cessation</b> — list the key points for: <i>Step 1: Opening & Identify Smoking Status</i>	<ul><li>How long have you been smoking? <i>(e.g., 15 years)</i></li><li>How many cigarettes per day? <i>(e.g., 14–15 cpd)</i></li><li>What type of tobacco? <i>(e.g., cigarettes)</i></li><li>Have you ever tried to quit before? <i>(e.g., tried chewing gum — no nicotine, so ineffective)</i></li></ul>	NDECC_SJ::Smoking_cessation NDECC_SJ
<b>Smoking cessation</b> — list the key points for: <i>Step 3: Medical History — Mandatory Duty</i>	<ul><li><b>Allergies</b> — Patient marked "yes" but listed no specific allergen → ask what they are allergic to</li><li><b>Asthma</b> — Diagnosed a few years ago, reports it is getting worse → ask about severity, current management</li><li><b>Breathing problems</b> — Also marked "yes" (patient treats it as separate from asthma) → clarify if related</li></ul>	NDECC_SJ::Smoking_cessation NDECC_SJ
<b>Smoking cessation</b> — list the key points for: <i>Step 5: Build the Action Plan</i>	<ul><li><b>Set a quit date</b> — involve the patient; a reasonable target is ~4–6 months</li><li><b>Choose NRT product</b> together (patch vs. gum based on preference)</li><li><b>Schedule follow-up</b> — e.g., review in 1 week</li><li><b>Offer booklets/resources</b> on NRT (clinic should have these available)</li><li><b>Reinforce motivation</b> — link quitting to better control of asthma & breathing</li></ul>	NDECC_SJ::Smoking_cessation NDECC_SJ
<b>Smoking cessation</b> — list the key points for: <i>Scope of Practice Boundary</i>	<ul><li>OTC NRT: patches, gum, lozenges — you can recommend these</li><li>Prescription-based medications (e.g., Varenicline/Champix, Bupropion) — <b>requires a CE/pharmacotherapy course OR refer to physician</b></li></ul>	NDECC_SJ::Smoking_cessation NDECC_SJ
<b>Smoking cessation</b> — list the key points for: <i>Quick Exam Checklist</i>	<ul><li>[ ] Open station: introduce + confirm reason for visit</li><li>[ ] Smoking history: duration, cpd, tobacco type, prior quit attempts</li><li>[ ] Assess readiness to quit: contemplation vs. preparation/action</li><li>[ ] Address medical questionnaire: allergies, asthma, breathing problems</li><li>[ ] Link smoking → worsening asthma (motivational hook)</li><li>[ ] Explain NRT rationale (why gum alone failed)</li><li>[ ] Present NRT options: patch + nicotine gum/lozenge</li></ul>	NDECC_SJ::Smoking_cessation NDECC_SJ
<b>Smoking cessation</b> — give details for Stage: <i><b>Contemplation</b></i>	<b>Patient Response:</b> Wants to quit within 6 months, but not 1 month<br><b>Your Action:</b> Supportive listening; avoid overwhelming with NRT details	NDECC_SJ::Smoking_cessation NDECC_SJ
<b>Smoking cessation</b> — give details for Product: <i><b>Nicotine Patch</b></i>	<b>How It Works:</b> Sustained-release nicotine absorbed through skin; worn on arm/torso<br><b>Tapering Strategy:</b> Start: change every 2 days → gradually extend intervals between changes	NDECC_SJ::Smoking_cessation NDECC_SJ
<b>Smoking cessation</b> — give details for Step: <i><b>ASK</b></i>	<b>Key Action:</b> Duration, cpd, tobacco type, prior attempts<br><b>Exam Tip:</b> Always quantify smoking history	NDECC_SJ::Smoking_cessation NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Incomplete rct</b>	<b>Situation:</b>  A patient whom you haven’t seen in <b>3 years</b> presents to your clinic. Two months ago, they had tried to contact your clinic but it was closed for the holidays. They then went to an <b>emergency clinic</b> for pain on a tooth, where they were told <b>root canal treatment (RCT)</b> was done. They now return asking for a <b>crown</b> on that same tooth.  <b>Findings:</b>  A <b>radiograph</b> taken today shows an <b>incomplete root canal treatment</b>.  <b>Task:</b>  You must <b>discuss your findings</b> with the patient in a <b>professional, objective, and empathetic way</b>—without criticizing or speculating about the other dentist’s work.	NDECC_SJ::Incomplete_rct NDECC_SJ
<b>Incomplete rct</b> — list the key points for: <i>Key Professionalism Focus</i>	<ul><li>Demonstrate <b>professional communication</b> with patients.</li><li>Handle <b>discrepancies between patient expectations and clinical findings</b> tactfully.</li><li>Remain <b>objective, respectful, and patient-centered</b>.</li><li>Manage <b>ethical boundaries</b> — avoid making negative or speculative remarks about another clinician.</li></ul>	NDECC_SJ::Incomplete_rct NDECC_SJ
<b>Incomplete rct</b> — list the key points for: <i>1. Opening and Rapport-Building</i>	<ul><li>Greet the patient warmly and confirm their understanding of today’s appointment.</li><li>Confirm the patient’s version of events.</li></ul>	NDECC_SJ::Incomplete_rct NDECC_SJ
<b>Incomplete rct</b> — list the key points for: <i>2. Presenting Your Findings Objectively</i>	<ul><li>“needs further work”</li><li>“requires completion”</li><li>“still needs some more cleaning or filling”</li></ul>	NDECC_SJ::Incomplete_rct NDECC_SJ
<b>Incomplete rct</b> — list the key points for: <i>6. Maintain Professional Tone Throughout</i>	<ul><li>Avoid blaming or speculation.</li><li>Avoid judging the patient for missed appointments.</li><li>Avoid judging the previous dentist’s decisions.</li><li>Criticizing the other dentist (“They didn’t do it properly.”)</li><li>Agreeing blindly with the patient and proceeding to crown.</li><li>Showing frustration or sarcasm.</li><li>Making assumptions about negligence.</li></ul>	NDECC_SJ::Incomplete_rct NDECC_SJ
<b>Incomplete rct</b> — give details for Step: <i>1. Greeting & history</i>	<b>What to Do:</b> Build rapport, gather background<br><b>Example Phrase:</b> “I understand you’re here for a crown. Could you tell me what was done before?”	NDECC_SJ::Incomplete_rct NDECC_SJ
<b>Incomplete rct</b> — explain / describe: <i>3. Explain the Clinical Implication</i>	Clarify why the crown cannot be placed immediately and what must be done next.	NDECC_SJ::Incomplete_rct NDECC_SJ
<b>Incomplete rct</b> — list the key points for: <i>5. Outline the Next Steps</i>	<ul><li>Complete/redo the RCT, or refer to a specialist.</li><li>Once the RCT is finished, proceed with the crown.</li></ul>	NDECC_SJ::Incomplete_rct NDECC_SJ
<b>Incomplete rct</b> — explain / describe: <i>Key Phrases for Simulation</i>	<b>Acknowledging the patient:</b> > “Thank you for updating me on what happened earlier.”	NDECC_SJ::Incomplete_rct NDECC_SJ
<b>Incomplete rct</b> — explain / describe: <i>Presenting your findings objectively</i>	<b>Dentist:</b>  I appreciate you sharing that. I took an x‑ray of your tooth today, and I’d like to show you what I see.	NDECC_SJ::Incomplete_rct NDECC_SJ
<b>Incomplete rct</b> — explain / describe: <i>When the patient questions the previous dentist</i>	<b>Patient (testing you):</b>  Why didn’t the other dentist tell me this? Did they do something wrong?	NDECC_SJ::Incomplete_rct NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Community grant for snacks</b>	Here’s a cleaned-up, exam-style outline you can memorize and adapt in the ND(E)CC station.	NDECC_SJ::Community_grant_for_snacks NDECC_SJ
<b>Community grant for snacks</b> — list the key points for: <i>1. Opening and Information Gathering</i>	<ul><li>“Thank you for coming, this is <b>wonderful</b> for the community.”</li><li>Link oral health to general health and your role as dental professional/health promoter.</li><li>“Who exactly are you targeting: young children, adolescents, adults, geriatrics, or a mix?”</li><li>“Are there specific groups: school children, sports clubs, long‑term care residents, pregnant women, etc.?”</li><li>“Is this a one‑time grant or ongoing funding?”</li><li>“Do you already have</li><li>Any contracts with snack suppliers/school canteens/vending machines?</li></ul>	NDECC_SJ::Community_grant_for_snacks NDECC_SJ
<b>Community grant for snacks</b> — list the key points for: <i>2. Core Health Messages (General Principles)</i>	<ul><li>Frequent sugars and refined carbs → more acid attacks → higher caries risk.</li><li>Tooth‑friendly foods are</li><li>Low in added sugar, not sticky, not slowly dissolving in the mouth.</li><li>Higher in fiber or protein and require chewing (stimulate saliva).</li><li>Best beverages for teeth are plain water and plain milk; sugary and acidic drinks are harmful.</li><li>“Sipping juice or pop all afternoon is much worse than having a small dessert once with a meal.”</li></ul>	NDECC_SJ::Community_grant_for_snacks NDECC_SJ
<b>Community grant for snacks</b> — list the key points for: <i>5. Behaviour and Timing Advice</i>	<ul><li>Try to keep sugar‑containing foods and drinks to main mealtimes.</li><li>Avoid “grazing” or constant sipping between meals.</li><li>Encourage water after any snack to rinse the mouth.</li><li>Combine diet advice with brushing twice daily with fluoride toothpaste.</li></ul>	NDECC_SJ::Community_grant_for_snacks NDECC_SJ
<b>Community grant for snacks</b> — list the key points for: <i>7. How to Close in the Station</i>	<ul><li>Reassure them and summarize</li><li>You will</li><li>Help them define target groups.</li><li>Promote tooth‑friendly snacks (crunchy fruits/veggies, unsweetened dairy, nuts, whole grains).</li><li>Promote tooth‑friendly beverages (mainly water, plus plain milk for those who need it).</li><li>Avoid sugary, sticky snacks and sugary/acidic drinks.</li><li>Support them in creating targeted posters, flyers, and activities.</li></ul>	NDECC_SJ::Community_grant_for_snacks NDECC_SJ
<b>Community grant for snacks</b> — list the key points for: <i>Practice Tips for this Script</i>	<ul><li><b>Pacing:</b> Do not rush through the "Do's and Don'ts" list. Pause after explaining the <i>why</i> (e.g., saliva stimulation) to let the actor acknowledge it.</li><li><b>Handling Interruptions:</b> Standardized patients are trained to interrupt or ask naive questions (like the juice example). Welcome these interruptions smoothly ("I'm so glad you brought that up...").</li><li><b>Empathy & Tone:</b> Keep your tone encouraging rather than lecturing. Use phrases like "We highly recommend" instead of "You must do this."</li></ul>	NDECC_SJ::Community_grant_for_snacks NDECC_SJ
<b>Community grant for snacks</b> — explain / describe: <i>3. Tooth-Friendly Snacks: What to Recommend</i>	Emphasize: crunchy, low sugar, non‑sticky, saliva‑stimulating, nutrient‑dense.	NDECC_SJ::Community_grant_for_snacks NDECC_SJ
<b>Community grant for snacks</b> — list the key points for: <i>A. Recommended snacks</i>	<ul><li>Apples, pears, berries, watermelon, etc. (emphasize whole fruit, not dried or juiced).</li><li>High water and fiber content help “self‑clean” teeth.</li><li>Carrots, celery, cucumbers, bell peppers, cherry tomatoes.</li><li>“Natural toothbrush effect”: they help disrupt plaque and stimulate saliva.</li><li>Cheese cubes/sticks, plain yogurt, plain kefir.</li><li>Provide calcium and phosphorus, help neutralize acid, form a protective environment for enamel.</li></ul>	NDECC_SJ::Community_grant_for_snacks NDECC_SJ
<b>Community grant for snacks</b> — list the key points for: <i>B. Snacks to limit or avoid</i>	<ul><li>Sticky, long‑lasting sweets: toffees, caramels, fruit roll‑ups, gummies, sticky granola bars.</li><li>Highly refined starchy snacks that stick: chips, crackers, pretzels, nachos, sweet muffins.</li><li>Sweetened yogurts and flavored dairy: “fruit‑on‑the‑bottom”, drinking yogurts with high sugar.</li><li>Dried fruits and fruit leathers (very concentrated sugar and sticky).</li><li>“If they do have these, it’s safer with a main meal instead of as frequent between‑meal snacks.”</li></ul>	NDECC_SJ::Community_grant_for_snacks NDECC_SJ
<b>Community grant for snacks</b> — explain / describe: <i>4. Tooth-Friendly Beverages: What to Recommend</i>	Make sure you cover beverages clearly, since that was a common omission.	NDECC_SJ::Community_grant_for_snacks NDECC_SJ
<b>Community grant for snacks</b> — list the key points for: <i>A. Recommended beverages</i>	<ul><li>First choice at all ages; fluoridated tap water if available.</li><li>Between meals and snacks, water should be the only routine drink.</li><li>Especially for children and some older adults needing calcium/protein.</li><li>Emphasize: not chocolate, not flavored, no added sugar or syrups.</li><li>Made at home with whole fruits/vegetables, no added sugar/honey/syrups.</li><li>Advise to have them with meals, not sipped over long periods.</li></ul>	NDECC_SJ::Community_grant_for_snacks NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Asso promotion</b>	Greet the associate professionally and congratulate them on their recent bleaching cases to establish rapport. - Ask if the cases demonstrate immediate or long-term outcomes. - Inquire about which platform they intend to use, such as Instagram, Facebook, or a personal versus practice account. - Clarify whether the patient will remain identifiable in the before-and-after photos.	NDECC_SJ::Asso_promotion NDECC_SJ
<b>Asso promotion</b> — would the following be appropriate, or a critical error?<br><br><i>“You must not assume the associate had malicious intent rather than simply lacking knowledge of the guidelines.”</i>	<b>Critical error / Avoid this.</b><br><br>You must not assume the associate had malicious intent rather than simply lacking knowledge of the guidelines.	NDECC_SJ::Asso_promotion NDECC_SJ
<b>Asso promotion</b> — would the following be appropriate, or a critical error?<br><br><i>“You must not proceed with the social media campaign without explicitly written patient consent.”</i>	<b>Critical error / Avoid this.</b><br><br>You must not proceed with the social media campaign without explicitly written patient consent.	NDECC_SJ::Asso_promotion NDECC_SJ
<b>Asso promotion</b> — would the following be appropriate, or a critical error?<br><br><i>“You must not allow the use of superlative, misleading, or guaranteed language in healthcare marketing.”</i>	<b>Critical error / Avoid this.</b><br><br>You must not allow the use of superlative, misleading, or guaranteed language in healthcare marketing.	NDECC_SJ::Asso_promotion NDECC_SJ
<b>Asso promotion</b> — list the step-by-step approach / framework (in order).	<ol><li>Greet the associate professionally and congratulate them on their recent bleaching cases to establish rapport.</li><li>Ask if the cases demonstrate immediate or long-term outcomes.</li><li>Inquire about which platform they intend to use, such as Instagram, Facebook, or a personal versus practice account.</li><li>Clarify whether the patient will remain identifiable in the before-and-after photos.</li></ol>	NDECC_SJ::Asso_promotion NDECC_SJ
<b>Asso promotion</b> — list the key points for: <i>Patient Confidentiality</i>	<ul><li>Obtain explicit, written, and signature-based consent from the patient rather than relying on verbal agreements.</li><li>Explain exactly what images will be used and whether facial features like eyes will be visible.</li><li>Disclose where the images will be posted and the specific educative or promotional purpose behind them.</li><li>Inform patients that they have the right to withdraw their consent at any time, which would require the practice to remove the images.</li></ul>	NDECC_SJ::Asso_promotion NDECC_SJ
<b>Asso promotion</b> — list the key points for: <i>Professional Advertising Guidelines</i>	<ul><li>Avoid all superlative and self-laudatory words such as "best", "state-of-the-art", "top-notch", or "pain-free".</li><li>Never guarantee outcomes, as healthcare results are case-dependent and cannot be absolutely predicted.</li><li>Ensure posts do not contain misleading or false information that could coerce a patient into seeking treatment.</li><li>Rely on authentic patient reviews rather than praising your own skills in promotional materials.</li></ul>	NDECC_SJ::Asso_promotion NDECC_SJ
<b>Asso promotion</b> — list the key points for: <i>Action Plan</i>	<ul><li>Offer to sit down and review the associate's bleaching cases together to assess suitability.</li><li>Implement or customize standardized consent forms to explicitly cover social media usage.</li><li>Route all posts through the official practice account to maintain oversight and professional alignment.</li><li>Include appropriate medical disclaimers on all posts regarding treatment outcomes.</li><li>Apply a watermark to the images to establish practice ownership and prevent unauthorized reuse.</li></ul>	NDECC_SJ::Asso_promotion NDECC_SJ
<b>Asso promotion</b> — give details for Marketing Element: <i>Outcome Claims</i>	<b>Unacceptable Approach:</b> "Guaranteed to whiten your teeth in one session"<br><b>Acceptable Approach:</b> "Results may vary depending on individual case factors"	NDECC_SJ::Asso_promotion NDECC_SJ
<b>Asso promotion</b> — give the one-line / quick recall summary.	<i> <b>Pacing:</b> Do not deliver all the rules in one long monologue. Break it up by asking the associate questions (e.g., </i>"Are you familiar with the restrictions...?"*).	NDECC_SJ::Asso_promotion NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Mmm8 emergency tx for trauma</b>	A <b>9-year-old patient</b> is brought to your clinic in emergency following a <b>fall down the stairs</b>. Clinical examination reveals: - <b>No soft tissue injuries</b> - <b>Uncomplicated crown fractures</b> on teeth <b>11 and 21</b> (central incisors) - Parent expresses <b>inability to afford dental treatment</b>	NDECC_SJ::Mmm8_emergency_tx_for_trauma NDECC_SJ
<b>Mmm8 emergency tx for trauma</b> — list the key points for: <i>Step 1 — Instant Mental Checklist (Trauma Habit)</i>	<ul><li>Teeth 11 and 21 erupt around <b>6.5–7 years of age</b>; root completion occurs by approximately <b>10 years of age</b></li><li>This patient is <b>9 years old</b> → teeth are <b>open apex = immature permanent teeth</b></li><li>This makes the case even more critical because <b>vital pulp preservation</b> is the biological priority</li><li>Even if the scenario changes (e.g., complicated crown fracture), knowing apex status tells you whether you're doing partial pulpotomy vs. full RCT</li></ul>	NDECC_SJ::Mmm8_emergency_tx_for_trauma NDECC_SJ
<b>Mmm8 emergency tx for trauma</b> — list the key points for: <i>Step 2 — Understand "Uncomplicated"</i>	<ul><li><b>Cover exposed dentine</b> to prevent sensitivity and bacterial contamination</li><li><b>Preserve pulp vitality</b> — do NOT remove pulp unnecessarily</li><li><b>Do NOT worry about aesthetic buildup today</b> — that is definitive care</li></ul>	NDECC_SJ::Mmm8_emergency_tx_for_trauma NDECC_SJ
<b>Mmm8 emergency tx for trauma</b> — list the key points for: <i>Step 5 — Why This is a 50/50 Station</i>	<ul><li>Providing access-to-care info only and <b>ignoring emergency management</b></li><li>Doing emergency treatment but <b>entirely neglecting</b> financial concern and options</li></ul>	NDECC_SJ::Mmm8_emergency_tx_for_trauma NDECC_SJ
<b>Mmm8 emergency tx for trauma</b> — list the key points for: <i>Model Answer Summary (What to Say in the Station)</i>	<ul><li>If segment available → soak 20 min in saline/cold water → reattach with bonding + composite</li><li>If no segment → cover exposed dentine with GIC or bonding agent + composite as bandage</li></ul>	NDECC_SJ::Mmm8_emergency_tx_for_trauma NDECC_SJ
<b>Mmm8 emergency tx for trauma</b> — give details for Term: <i><b>Uncomplicated crown fracture</b></i>	<b>Meaning:</b> Enamel ± dentin fracture<br><b>Pulp Involved?:</b> No	NDECC_SJ::Mmm8_emergency_tx_for_trauma NDECC_SJ
<b>Mmm8 emergency tx for trauma</b> — give details for Component: <i><b>Emergency Management</b></i>	<b>What It Covers:</b> Fragment reattachment or dentine coverage, vitality preservation<br><b>Weight:</b> 50%	NDECC_SJ::Mmm8_emergency_tx_for_trauma NDECC_SJ
<b>Mmm8 emergency tx for trauma</b> — explain / describe: <i>IF the parent brings the fractured tooth segment(s)</i>	1. <b>Soak the fragment</b> in <b>saline or cold water</b> (room temperature) for <b>20 minutes</b> to rehydrate it 2. <b>Bond the fragment back</b> using bonding agent + composite resin (reattachment technique) 3. This is the <b>preferred option</b> per <b>AAPD guidelines</b>	NDECC_SJ::Mmm8_emergency_tx_for_trauma NDECC_SJ
<b>Mmm8 emergency tx for trauma</b> — list the key points for: <i>IF the fractured segment is NOT available</i>	<ul><li><b>Glass Ionomer Cement (GIC)</b> — used as a base/bandage</li><li><b>Bonding agent + composite</b> — applied as a protective layer</li></ul>	NDECC_SJ::Mmm8_emergency_tx_for_trauma NDECC_SJ
<b>Mmm8 emergency tx for trauma</b> — explain / describe: <i>What the Dentist Act States</i>	You <b>cannot refuse emergency treatment</b> based on a patient's inability to pay. This is both a <b>legal and ethical duty</b>. Additionally, trauma management is <b>time-sensitive</b> — every minute of delay worsens prognosis (especially for avulsion or complicated fractures).	NDECC_SJ::Mmm8_emergency_tx_for_trauma NDECC_SJ
<b>Mmm8 emergency tx for trauma</b> — list the key points for: <i>Immediate Reassurance to Parent</i>	<ul><li><b>Reassure the parent that today's emergency treatment is covered</b> — they do not need to worry about payment for this visit</li><li>Never allow financial discussion to delay or cancel emergency care</li></ul>	NDECC_SJ::Mmm8_emergency_tx_for_trauma NDECC_SJ
NDECC SJ — describe the clinical scenario / patient profile for: <b>Mmm8 mouthguard</b>	A sports patient presents seeking information on maintaining <b>healthy and strong teeth</b>. The core task is dual: 1. Assess <b>caries (KEs) risk</b> through history (MODS) 2. Identify and address <b>sports-related trauma risk</b>  > ⚠️ <b>Key Reminder:</b> Health promotion is NOT only about caries. It includes trauma, cancer, and habit cessation. Do not tunnel-vision on KEs alone. The word <i>"sportsesperson"</i> is your cue to always explore trauma risk — even if the question does not explicitly state it.	NDECC_SJ::Mmm8_mouthguard NDECC_SJ
<b>Mmm8 mouthguard</b> — would the following be appropriate, or a critical error?<br><br><i>“Classifying patient as <b>high KEs risk</b> due to sports drink (without asking about consumption pattern) — Sports drink taken as a single bolus ≠ high risk; must ask about frequency and timing”</i>	<b>Critical error / Avoid this.</b><br><br>Classifying patient as <b>high KEs risk</b> due to sports drink (without asking about consumption pattern) — Sports drink taken as a single bolus ≠ high risk; must ask about frequency and timing	NDECC_SJ::Mmm8_mouthguard NDECC_SJ
<b>Mmm8 mouthguard</b> — would the following be appropriate, or a critical error?<br><br><i>“Ignoring trauma entirely and only discussing KEs — Health promotion includes trauma — "sportsesperson" is always a trauma cue”</i>	<b>Critical error / Avoid this.</b><br><br>Ignoring trauma entirely and only discussing KEs — Health promotion includes trauma — "sportsesperson" is always a trauma cue	NDECC_SJ::Mmm8_mouthguard NDECC_SJ
<b>Mmm8 mouthguard</b> — would the following be appropriate, or a critical error?<br><br><i>“Recommending stock mouthguard as first choice — Custom-fabricated is the professional standard per ADA/ASTM”</i>	<b>Critical error / Avoid this.</b><br><br>Recommending stock mouthguard as first choice — Custom-fabricated is the professional standard per ADA/ASTM	NDECC_SJ::Mmm8_mouthguard NDECC_SJ
